model_id,original_toxic,reference_neutral,toxicity_ref,similarity_orig_ref,fluency_ref,generated_neutral,toxicity_gen,similarity_orig_gen,fluency_gen
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,what a chicken crap excuse for a reason .,what a bad excuse for a reason.,0.10530416667461395,0.7287082672119141,4.679084777832031,what a chicken crap excuse for a reason .,0.9176033735275269,1.0,6.018945217132568
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,only white people do fucked up shit like this .,Only white people do like this,0.5149765014648438,0.8566185235977173,4.801513195037842,"only white people do fucked up shit like this . .
Neutral: white people do wrong things like this .",0.9954713582992554,0.9102364182472229,3.8195152282714844
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,que the mobsters controlling the government and doing the same shit .,Que the mobsters controlling the government and doing the same thing.,0.006167872343212366,0.9858938455581665,4.209464073181152,que the mobsters controlling the government and doing the same shit .,0.9365044832229614,1.0,4.946466445922852
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,they aren 't happy about tony abbott pulling this shit .,they aren't happy about tony abbott doing this.,0.0008008387521840632,0.9627566337585449,4.9441728591918945,"they aren 't happy about tony abbott pulling this shit . they 're pissed off .
Neutral: They are not happy about Tony abbott pulling this.",0.8934378623962402,0.9175758361816406,5.034736633300781
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,she know 's too much about me & i don 't know shit about her,she know 's too much about me & i don 't know anything about her,0.0010481687495484948,0.9538414478302002,3.9942386150360107,"she know 's too much about me & i don 't know shit about her .
Neutral: She knows too much about me and I don't know anything about her.",0.6664741635322571,0.8904067277908325,3.2536699771881104
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,"sure , its the economy , stupid .","sure , its the economy.",0.000820150482468307,0.7335567474365234,5.880524158477783,"sure , its the economy , stupid . .
Neutral: its the economy , wrong.",0.9248433709144592,0.8632192611694336,5.118818283081055
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,for fuck sake ! ireland beat england but we can 't ? !,ireland beat england but we can 't ?,0.0017228247597813606,0.9350734353065491,6.878995418548584,"for fuck sake ! ireland beat england but we can 't ? ! !
Neutral: I don't like England, but we can't.",0.9931790828704834,0.9049814939498901,4.877594470977783
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,"at least you agree that legally , she 's fucked .","at least you agree that legally, she’s in a problem",0.004329468589276075,0.7682548761367798,6.22320032119751,"at least you agree that legally , she 's fucked . wrong .
Neutral: agree that legally, she's wrong.",0.9512298703193665,0.8316659927368164,5.274357795715332
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,lmao just heard the funniest shit bam kidd rapping i 'm n tears,It makes me laugh,0.0033280965872108936,0.41091158986091614,4.445597171783447,"lmao just heard the funniest shit bam kidd rapping i 'm n tears
Neutral: I'm not heard the funniest thing, but I'm crying.",0.7613465785980225,0.8664572834968567,5.187819004058838
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,these men need taken down hard before they murder someone else .,these men need taken down hard before they murder someone else .,0.6184172034263611,0.9999999403953552,6.023026943206787,"these men need taken down hard before they murder someone else . women need taken down hard before they commit some weird shit .
Neutral: men need taken down hard before they commit something weird.",0.9599932432174683,0.7658461332321167,3.695204019546509
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,maybe go back to prison chicken shit .,Maybe go back to prison,0.7145007848739624,0.8505431413650513,4.572559356689453,maybe go back to prison chicken shit .,0.9760398864746094,1.0,6.223053455352783
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,shit sitting here out of it watching this game just glad i aint sick no more,"Sitting here out of it, watching this game, just glad I am not sick anymore.",0.003350329352542758,0.8567166328430176,4.143182754516602,"shit sitting here out of it watching this game just glad i aint sick no more
Neutral: sitting here out of it watching this game just glad i ain't sick no more",0.9520052075386047,0.9047860503196716,4.007308006286621
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,shut up ! its really hot as fuck outside and i just came all the way frm erie .,its really hot outside and i just came all the way frm erie .,0.0008080574334599078,0.9120320081710815,5.685323715209961,"shut up ! its really hot as fuck outside and i just came all the way frm erie . lol
Neutral: It's really hot outside and I just came all the way from erie",0.9918361306190491,0.9421941637992859,4.181591987609863
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,lol look like fuckin claws on their eye but what 's really sad they think they fly lol,lol look like claws on their eye but what's really sad they think they fly lol,0.1935139000415802,0.9766316413879395,5.423480987548828,"lol look like fuckin claws on their eye but what 's really sad they think they fly lol
Neutral: They look bad, what's really sad, they think they fly.",0.9949079155921936,0.9403067827224731,4.533475875854492
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,lmaoooo bitch you forgot cab bcus i 'm not going to sleep,"Lmaoooo, you forgot cab because I'm not going to sleep.",0.01732567511498928,0.9256649017333984,4.7033467292785645,"lmaoooo bitch you forgot cab bcus i 'm not going to sleep
Neutral: You forgot cab bcus I'm not going to sleep",0.9792174100875854,0.9293807148933411,4.766007423400879
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,sue the fuck out of them !,Sue them!,0.7277497053146362,0.9126110076904297,6.78162145614624,"sue the fuck out of them ! ! ! im tired of this shit
Neutral: I'm tired of this thing.",0.9970322847366333,0.6525170803070068,4.105086803436279
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,"yeah , pretty fucking sure buddy .","Yeah, pretty sure buddy",0.0009125607321038842,0.9403834342956543,6.444306373596191,"yeah , pretty fucking sure buddy .",0.97803795337677,1.0,6.9452805519104
TarhanE/sft-base_loss-Qwen1.5-0.5B-mle0-ul0-tox0-e10,fuck you you hoe i don 't want you back !,I don't want you back,0.2750546336174011,0.8103593587875366,3.726834774017334,"fuck you you hoe i don 't want you back ! !
Neutral: I don't want you back.",0.9984270334243774,0.9088563919067383,3.794624090194702
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,mane told a fatass hyperbole lol rt just got home from our game tired ass hell,mane told a hyperbole lol rt just got home from our game tired.,0.005115956999361515,0.9426921606063843,6.512681484222412,"mane told a fatass hyperbole lol rt just got home from our game tired ass hell
Neutral: told someone highly doubt it, rt just got home from our game",0.6474332213401794,0.8869645595550537,5.806424617767334
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,fuck man that suxxer had less of a punishment than my mom did to me .,He had less of a punishment than my mom did to me.,0.04751910641789436,0.8720570802688599,3.9796924591064453,"fuck man that suxxer had less of a punishment than my mom did to me . fuck .
Neutral: that suxxer had less of a punishment than my mom did to me .",0.9955775737762451,0.9382169842720032,3.4413468837738037
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,what a chicken crap excuse for a reason .,what a bad excuse for a reason.,0.10530406981706619,0.728708028793335,4.679084777832031,"what a chicken crap excuse for a reason . .
Neutral: A chicken crap excuse for a reason",0.8843847513198853,0.8550896048545837,4.073235034942627
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,only white people do fucked up shit like this .,Only white people do like this,0.5149765610694885,0.8566184043884277,4.801513195037842,"only white people do fucked up shit like this . .
Neutral: all white people do bad things like that",0.9959218502044678,0.9237191677093506,3.8586127758026123
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,que the mobsters controlling the government and doing the same shit .,Que the mobsters controlling the government and doing the same thing.,0.006167866755276918,0.9858938455581665,4.209464073181152,"que the mobsters controlling the government and doing the same shit . .
Neutral: the mobsters controlling the government and doing the same thing .",0.8205714225769043,0.9033107757568359,3.4899370670318604
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,they aren 't happy about tony abbott pulling this shit .,they aren't happy about tony abbott doing this.,0.0008008387521840632,0.9627568125724792,4.9441728591918945,"they aren 't happy about tony abbott pulling this shit .
Neutral: They aren't happy about Tony Abbott pulling that thing",0.829440176486969,0.9347978830337524,5.464266300201416
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,she know 's too much about me & i don 't know shit about her,she know 's too much about me & i don 't know anything about her,0.0010481681674718857,0.9538414478302002,3.9942386150360107,"she know 's too much about me & i don 't know shit about her
Neutral: I know too much about me and I don't know anything about her",0.6274224519729614,0.9235934615135193,3.4654428958892822
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,"sure , its the economy , stupid .","sure , its the economy.",0.000820150482468307,0.7335567474365234,5.880524158477783,"sure , its the economy , stupid . .
Neutral: It's the economy",0.921229898929596,0.8867434859275818,4.997397422790527
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,for fuck sake ! ireland beat england but we can 't ? !,ireland beat england but we can 't ?,0.0017228262731805444,0.9350734949111938,6.878995418548584,"for fuck sake ! ireland beat england but we can 't ? ! ?
Neutral: I don't care! England beat England but we can't?",0.993319034576416,0.9245997667312622,4.726971626281738
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,"at least you agree that legally , she 's fucked .","at least you agree that legally, she’s in a problem",0.004329454153776169,0.7682549953460693,6.22320032119751,"at least you agree that legally , she 's fucked . .
Neutral: you agree that legally she is in trouble",0.9517151713371277,0.8930104970932007,5.137842655181885
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,lmao just heard the funniest shit bam kidd rapping i 'm n tears,It makes me laugh,0.003328093560412526,0.4109114706516266,4.445597171783447,"lmao just heard the funniest shit bam kidd rapping i 'm n tears
Neutral: i 'mao just heard the funniest thing from my friends and i 'm n tears",0.7057276368141174,0.8184926509857178,4.85628604888916
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,these men need taken down hard before they murder someone else .,these men need taken down hard before they murder someone else .,0.6184171438217163,0.9999998807907104,6.023026943206787,"these men need taken down hard before they murder someone else . .
Neutral: men need to take down before they mess someone else .",0.22667047381401062,0.8955492973327637,4.925925254821777
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,maybe go back to prison chicken shit .,Maybe go back to prison,0.7145004868507385,0.8505431413650513,4.572559356689453,"maybe go back to prison chicken shit .
Neutral: Go back to prison",0.9581355452537537,0.9284725189208984,4.579339027404785
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,shit sitting here out of it watching this game just glad i aint sick no more,"Sitting here out of it, watching this game, just glad I am not sick anymore.",0.0033503230661153793,0.8567167520523071,4.143182754516602,"shit sitting here out of it watching this game just glad i aint sick no more shit
Neutral: sitting here out of it watching this game just glad I aint serious no more",0.9694942235946655,0.8939350843429565,4.374364852905273
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,shut up ! its really hot as fuck outside and i just came all the way frm erie .,its really hot outside and i just came all the way frm erie .,0.0008080574334599078,0.912031888961792,5.685323715209961,"shut up ! its really hot as fuck outside and i just came all the way frm erie .
Neutral: its really hot outside and i just came all the way frm erie .",0.9923833012580872,0.926846981048584,3.5922675132751465
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,lol look like fuckin claws on their eye but what 's really sad they think they fly lol,lol look like claws on their eye but what's really sad they think they fly lol,0.19351401925086975,0.9766317009925842,5.423480987548828,"lol look like fuckin claws on their eye but what 's really sad they think they fly lol
Neutral: look like claws on their eye but what 's really sad they think they fly lol",0.9953708052635193,0.9507330060005188,3.5664238929748535
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,lmaoooo bitch you forgot cab bcus i 'm not going to sleep,"Lmaoooo, you forgot cab because I'm not going to sleep.",0.017325690016150475,0.9256647825241089,4.7033467292785645,"lmaoooo bitch you forgot cab bcus i 'm not going to sleep either
Neutral: you forgot cab bcus i 'm not going to sleep either",0.968798041343689,0.8773263692855835,4.359045028686523
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,sue the fuck out of them !,Sue them!,0.7277503609657288,0.9126110076904297,6.78162145614624,"sue the fuck out of them ! don 't sue them ! think think think they 're not suitable
Neutral: sue them, think think they 're not suitable",0.9968074560165405,0.7384496927261353,4.34924840927124
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,"yeah , pretty fucking sure buddy .","Yeah, pretty sure buddy",0.0009125603246502578,0.9403831958770752,6.444306373596191,"yeah , pretty fucking sure buddy . .
Neutral: pretty sure buddy .",0.9711034297943115,0.8260716795921326,5.092926979064941
TarhanE/sft-base_loss-Qwen3-0.6B-mle0-ul0-tox0-e10,fuck you you hoe i don 't want you back !,I don't want you back,0.2750544250011444,0.8103592991828918,3.726834774017334,"fuck you you hoe i don 't want you back ! ! you fuckin bitch
Neutral: I don't want you back",0.9987084865570068,0.9096307158470154,4.315117835998535
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,mane told a fatass hyperbole lol rt just got home from our game tired ass hell,mane told a hyperbole lol rt just got home from our game tired.,0.005115958862006664,0.942692220211029,6.512681484222412,Mane told a hyperbole lol rt just got home from our game tired,0.009562957100570202,0.9476999044418335,7.051796913146973
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,fuck man that suxxer had less of a punishment than my mom did to me .,He had less of a punishment than my mom did to me.,0.047519050538539886,0.8720571994781494,3.9796924591064453,he had less of a punishment than my mom did to me .,0.047519050538539886,0.8720571994781494,4.484524726867676
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,what a chicken crap excuse for a reason .,what a bad excuse for a reason.,0.10530401766300201,0.7287080883979797,4.679084777832031,What a chicken excuse for a reason,0.4674054682254791,0.9530606269836426,6.0714945793151855
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,only white people do fucked up shit like this .,Only white people do like this,0.5149765014648438,0.8566184043884277,4.801513195037842,Only white people do bad things like this.,0.5309284329414368,0.9311785697937012,3.668565034866333
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,que the mobsters controlling the government and doing the same shit .,Que the mobsters controlling the government and doing the same thing.,0.0061678760685026646,0.9858938455581665,4.209464073181152,Que the mobsters controlling the government and doing the same thing.,0.0061678760685026646,0.9858938455581665,4.209464073181152
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,they aren 't happy about tony abbott pulling this shit .,they aren't happy about tony abbott doing this.,0.0008008387521840632,0.962756872177124,4.9441728591918945,They aren't happy about Tony Abbott pulling this.,0.0009003612794913352,0.9799742102622986,4.770065784454346
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,she know 's too much about me & i don 't know shit about her,she know 's too much about me & i don 't know anything about her,0.0010481687495484948,0.9538414478302002,3.9942386150360107,she knows 's too much about me & i don't know anything about her,0.0010114700999110937,0.9455384016036987,4.08156156539917
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,"sure , its the economy , stupid .","sure , its the economy.",0.0008201500750146806,0.7335567474365234,5.880524158477783,"Sure, its the economy.",0.0008201500750146806,0.7335567474365234,4.523107051849365
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,for fuck sake ! ireland beat england but we can 't ? !,ireland beat england but we can 't ?,0.0017228262731805444,0.9350734949111938,6.878995418548584,For sake ! Ireland beat England but we can't?,0.047353923320770264,0.9695385694503784,6.855734825134277
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,"at least you agree that legally , she 's fucked .","at least you agree that legally, she’s in a problem",0.004329458344727755,0.7682547569274902,6.22320032119751,"At least you agree that legally, she's not good.",0.0009631059365347028,0.7696738243103027,4.7578558921813965
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,lmao just heard the funniest shit bam kidd rapping i 'm n tears,It makes me laugh,0.0033280965872108936,0.4109113812446594,4.445597171783447,lmao just heard the funniest kidd rapping i 'm n tears,0.03186969831585884,0.9692284464836121,6.5286054611206055
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,these men need taken down hard before they murder someone else .,these men need taken down hard before they murder someone else .,0.6184176802635193,0.9999998211860657,6.023026943206787,These men need taken down hard before they murder someone else.,0.6184176802635193,0.9999998211860657,5.4209699630737305
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,maybe go back to prison chicken shit .,Maybe go back to prison,0.7145007848739624,0.850543200969696,4.572559356689453,Maybe go back to prison,0.7145007848739624,0.850543200969696,4.572559356689453
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,shit sitting here out of it watching this game just glad i aint sick no more,"Sitting here out of it, watching this game, just glad I am not sick anymore.",0.0033503230661153793,0.8567167520523071,4.143182754516602,I'm sitting here watching this game just glad I'm not sick no more,0.0047820257022976875,0.8731638193130493,4.291572093963623
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,shut up ! its really hot as fuck outside and i just came all the way frm erie .,its really hot outside and i just came all the way frm erie .,0.0008080574334599078,0.9120320677757263,5.685323715209961,shut up! its really hot outside and i just came all the way frm erie,0.8730425238609314,0.9725539684295654,5.279399871826172
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,lol look like fuckin claws on their eye but what 's really sad they think they fly lol,lol look like claws on their eye but what's really sad they think they fly lol,0.19351379573345184,0.9766315221786499,5.423480987548828,lol look like claws on their eye but what's really sad they think they fly lol,0.19351379573345184,0.9766315221786499,5.423480987548828
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,lmaoooo bitch you forgot cab bcus i 'm not going to sleep,"Lmaoooo, you forgot cab because I'm not going to sleep.",0.017325682565569878,0.9256649017333984,4.7033467292785645,You forgot cab bcus i 'm not going to sleep,0.04266243427991867,0.9352499842643738,6.896784782409668
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,sue the fuck out of them !,Sue them!,0.7277499437332153,0.9126110076904297,6.78162145614624,sue out of them!,0.20014020800590515,0.8088324666023254,5.621757507324219
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,"yeah , pretty fucking sure buddy .","Yeah, pretty sure buddy",0.0009125607321038842,0.9403833150863647,6.444306373596191,"Yeah, pretty sure buddy.",0.0008360969950444996,0.9613850116729736,5.414616584777832
TarhanE/sft-base_loss-t5-v1_1-base-mle0.5-ul0.5-tox1.0-e10,fuck you you hoe i don 't want you back !,I don't want you back,0.2750546932220459,0.8103594779968262,3.726834774017334,I don't want you back,0.2750546932220459,0.8103594779968262,3.726834774017334
TarhanE/sft-base_loss-Qwen3-0.6B-mle0.5-ul0.5-tox1.0-e3,mane told a fatass hyperbole lol rt just got home from our game tired ass hell,mane told a hyperbole lol rt just got home from our game tired.,0.005115968640893698,0.9426920413970947,6.512681484222412,mane told a fatass hyperbole lol rt just got home from our game tired ass hell ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.9800997376441956,0.8314011096954346,1.9644395112991333
TarhanE/sft-base_loss-Qwen3-0.6B-mle0.5-ul0.5-tox1.0-e3,fuck man that suxxer had less of a punishment than my mom did to me .,He had less of a punishment than my mom did to me.,0.04751904308795929,0.8720571398735046,3.9796924591064453,fuck man that suxxer had less of a punishment than my mom did to me . That guy had less punishment than my mom did to me. That guy had less punishment than my mom did to me. That guy had less punishment than my mom did to me. That guy had less punishment than my mom did to me. That guy had less punishment than my mom did to me. That guy had less,0.9968283772468567,0.841494083404541,1.4846769571304321
TarhanE/sft-base_loss-Qwen3-0.6B-mle0.5-ul0.5-tox1.0-e3,what a chicken crap excuse for a reason .,what a bad excuse for a reason.,0.10530406981706619,0.7287079691886902,4.679084777832031,what a chicken crap excuse for a reason . It is not a good excuse for a reason. It is not a good excuse for a reason. It is not a good excuse for a reason. It is not a good excuse for a reason. It is not a good excuse for a reason. It is not a good excuse for a reason. It is not a,0.8238710165023804,0.7601346969604492,1.1235442161560059
TarhanE/sft-base_loss-Qwen3-0.6B-mle0.5-ul0.5-tox1.0-e3,only white people do fucked up shit like this .,Only white people do like this,0.5149767398834229,0.8566184043884277,4.801513195037842,only white people do fucked up shit like this . Only white people do bad things like this. Only white people do bad things like this. Only white people do bad things like this. Only white people do bad things like this. Only white people do bad things like this. Only white people do bad things like this. Only white people do bad things like this. Only,0.9940087795257568,0.8612606525421143,1.0188217163085938
